N \ M,1,2,4,8,16,32,64,128
1000000,0.0131,0.0106,0.0072,0.0076,0.0083,0.01,0.0159,0.0231
10000000,0.1002,0.0668,0.053,0.038,0.0394,0.0579,0.0601,0.0571
100000000,1.1077,0.595,0.3373,0.247,0.2383,0.2106,0.2111,0.2224
1000000000,11.2671,5.9447,3.1171,2.1618,2.0078,2.0427,2.0715,2.0741
10000000000,106.9816,54.7959,30.9727,20.7879,19.6191,19.9359,21.9776,20.5808
100000000000,1038.4504,914.7179,388.931,301.3649,255.2958,221.5259,183.4909,195.9923
